,GOOG,AMZN,MSFT,AAPL,NFLX
1,0.7692361483026758,-0.6157784594415779,-0.1918163535038386,0.3305111808862789,-1.3972167573680006
2,-0.18270172689216685,-0.1932534227190277,-0.6721259167307854,0.4147805878039423,-0.12844834773157165
3,0.32887983416287997,0.10391893025309548,0.4025518903058598,-0.5619283693324455,-0.5464899599688942
4,1.1845021264869733,1.2933331359498381,1.1858951961034314,1.1787251738399285,1.5432644012755452
5,0.06354782159591252,-0.26043098750960975,-0.3947444156971692,-0.206333867654878,0.27414771465327487
6,0.31218657018568624,0.1341660038164558,0.07589093186898273,-0.5763172767611809,-1.2848151549743418
7,-0.006806096312648141,0.45868888785216216,0.02555966206366295,0.35520171270507966,-0.025158613537489622
8,0.0715786747931845,0.3346542449954088,0.3568035394265128,0.11896242646041544,0.4962434198725359
9,-0.941624244816521,0.32910972160944835,0.2787878045602554,-0.09411554260037616,0.12970435422029375
10,-1.2070893916553744,-0.7897692027052443,-0.504616684524229,-1.5088244960819626,-1.0365525730286977
11,1.1330162874641314,0.5101644566580165,0.3649977663067744,-1.0242350456935458,0.08917123323153561
12,-0.6912420050068863,-0.11053767101636658,-0.3014169242859223,-0.1925977081973322,-0.4683114966986088
13,-0.05289289081566353,-1.0456638343893991,0.05468916270504823,-0.3293862957468686,-0.133847082550475
14,-1.114877525159037,-0.27287709273072996,-0.9382197477065911,-0.5417161046798623,-0.4691022523318358
15,0.28520470207462767,0.07518100580408625,0.1330037564368769,1.6665959357088191,0.9879042327378951
16,0.7774776896229275,0.35632812199194364,0.6051616071945011,0.6401700371599087,-0.24858535575440166
17,-0.5469380845463103,-0.13648698204587803,-0.3008157755271095,-0.21034541168360227,-0.1951438858829628
18,0.8315548213570818,0.568264404795215,0.8158669583449707,0.6634274665826542,-0.05724216681118149
19,0.41167759635777657,-0.018880110670636455,0.7906706780386975,0.4589130868182315,-0.08750382702070954
20,-0.11305536423585662,0.020379661346215657,-0.13084158635421642,-0.3940472642111608,0.3412655448883855
21,-0.8798821561129155,-0.25262276450686877,-0.223246311153944,0.037267243184785415,0.3542596106923037
22,0.1309202557420791,0.5153520580462945,0.3498675765948876,0.1824092126382429,0.35650713148610436
23,-0.3865080720995189,-1.653712796486742,-1.3951669847494972,-1.4853888212869673,-0.7996558488583265
24,0.8084226190858833,1.9373751910964483,2.0430722068527696,0.21749967729185155,-0.7546051615575751
25,-0.009291131201654996,2.8554681942452422,1.4430170636161619,1.1275956148569988,3.7044392811448446
26,0.08791022687555461,0.22648951331464023,-0.05178444141238792,0.11888942694283454,-0.03682625761666568
27,-0.4489604959905181,-1.218578447683251,-1.6971313429793573,-1.738048493472631,-1.2398869556129046
28,-3.342423995031526,-3.061825099298688,-2.555954222958536,-1.997982946973726,-0.727214067213815
29,-0.841524597666979,-0.6979427723316405,-1.0703166957329429,-0.7336298903506518,-0.2115479523798444
30,-0.15123942747830688,0.6110793144157752,0.09663206741515193,0.10264124532286119,-0.6386601246390645
31,-1.9467856290542138,3.079525899214482,0.688278673579012,3.1708283026879918,2.37154962174489
32,-1.894747280050933,-0.7299143960954929,-0.508421886735742,-1.8140584349922801,-1.3538275201471481
33,3.4820435837521866,2.107453820844029,3.018291109975549,2.6055302951313117,0.25254223473483556
34,-0.4807685218384005,-1.2076906617911811,-0.7866483015384488,-0.6377736215791543,-0.018364949674248877
35,1.930043895403736,0.014890780646061252,1.7194420939645119,0.05469600125111978,0.03989347480179307
36,-0.9006305235359384,-0.4003354555994463,-0.29450630611154155,0.3828621518119685,-0.20701236546928084
37,-0.7805967170475404,0.19912907690330087,0.03356649025755378,0.5666129807593592,0.34384938112781094
38,-1.3672328578404966,0.5863373388177204,0.017689116999087987,0.3463896318919644,2.9382577210667518
39,-0.7848125335974397,-0.1017376731047437,-0.05639186463445699,-0.6234540338924197,0.43025551127249206
40,1.5265197458649242,1.129503195868961,1.4991443918929717,1.4336305801363716,0.04184287106127194
41,-0.4936297762694442,1.1151120829834775,0.057342277889989704,0.8037869572077412,0.8562829357989241
42,0.37564331269856066,0.4518638820871842,0.3675066868385411,0.2677549551597277,0.0014204274853693117
43,0.1700571021475248,1.3045553085433104,0.571481253186511,0.020312991716157355,0.9475130353921393
44,-0.06305250828699047,0.0474159435895674,-0.31461123147198694,1.4881024661899882,-0.9688232859878249
45,-2.0183050658491477,-2.323267544112671,-1.3761656577697943,-3.0724851767366426,0.009954055581417594
46,-1.1207238433177884,-1.475889832536452,-1.3185878465343897,-0.837295035794662,-0.5166046643158312
47,-0.9968597738997029,0.1425948046752978,-0.14487296594245386,0.10942253880983284,0.24725964673249903
48,-0.2469530866350774,-1.5134796471260987,-1.0033381271896638,-0.8155672718079943,-2.0642039837594686
49,1.3709301468186665,1.737571653596803,1.2898700264970366,1.6068911531686154,1.1766262008743635
50,-1.0755187444051706,-1.1586937100490562,-1.0734334850816543,-1.507030699493223,-1.2814462131295297
51,1.3291135472133546,1.6740864781974074,1.7838433660816209,1.8083063009980391,1.932970217369942
52,-0.7877001875284997,-1.1231641369500232,-0.5118666019352367,-0.38073504488151705,-1.9957916330808394
53,0.022060621948557967,-0.006068661295998031,-0.7713693284816834,-0.7195015665183639,-0.4743805644073072
54,-0.16235717816367579,0.5446907387525854,0.6545278604269709,0.4590967449021625,-0.18705277790042513
55,-0.7641310025835669,-1.2463530358679864,-0.3818164337586696,-1.1631243195202745,-0.5811641323915683
56,-0.6555417524127352,-1.2189273945312855,-1.2075722756078595,-1.8367576278416178,-0.7551291002529629
57,-0.5135652492043341,-0.2881599518705945,-0.6691625555406987,-0.47371733788877946,-0.1670100203426523
58,2.1522897882280523,2.316335186531958,1.9905475622872941,2.3549724685786546,1.741225101992424
59,-1.363948598105935,-2.7674166067917314,-1.278437931762692,-0.7520497415705062,-0.2667445812496669
60,1.2353617947402566,-0.04045004918685634,-0.5453504034839264,-1.4840587621701777,-1.3555009113254992
61,1.4859334525920431,1.0136161125844863,0.7713327041730582,1.7769659136744789,0.05662276101839417
62,1.0455266576764453,1.2676649746268935,0.6561364368606334,0.9098750192687637,1.1701635727091864
63,0.8390875518967434,1.387997970000495,1.090141188774823,1.653843588211651,1.014795834681851
64,-0.8250198261743076,-0.8255634216576256,-0.8591068676360616,-0.02243819847369562,-1.5153172622128122
65,0.08959585589736262,0.2820988392854395,-0.32409378977919684,-1.4679637683032698,0.5093822018537781
66,0.47653428998902564,1.0495088856814903,0.43022549691590783,0.7568173458729219,-0.0733821085728737
67,1.0046563471209888,1.6029787786688248,1.6939752604540366,1.8287813323984485,1.6211309053344927
68,-0.9088546308718225,-1.8482198539506325,-2.2616421199239842,-1.9519567091750754,0.5694502166162598
69,2.3174078068648827,2.4694698134575357,3.3043407590137006,3.84241281759055,0.7315676424791606
70,1.9387141441855604,1.226553386788067,0.8655926873963412,0.0245717348845357,0.7700648465720559
71,3.1753720329031396,2.6040893024941316,3.8067127374690934,4.622542782456114,2.0470475123235015
72,-2.3004839119632945,-0.42220422647482986,-1.016169369293395,1.1685935657488198,0.2985216224382701
73,-0.9204528223785995,-0.6639857758816828,-0.37734594063461735,-1.9493423532078686,-1.8553873144614192
74,0.40665944291832384,-0.6892611421872268,0.9082459890037755,-1.6605878991290193,-0.3810459121379991
75,-0.33284003896266157,0.030319192463368193,-0.5205637586100007,0.1443256909551227,0.21394356072213824
76,0.6922134989340447,0.7038301891622339,-1.303305814111432,0.6936578656243105,1.6128428419540446
77,-1.5620771785263188,-1.3954444185513757,-1.1441601510458517,-0.644240957094064,-4.021451730540557
78,-0.7099726609985623,-0.5537871457082497,-0.6718050404407421,0.4929680997721732,-0.10407123751105524
79,-0.25934697628995185,-0.3026180167799348,-0.1206712548513487,-0.5604672385494512,0.3160598534471285
80,0.08325374649648919,0.2601227636233139,0.4731285404452118,-2.510403149683128,0.47970741484516355
81,-1.2582260892052364,-0.5288555008487928,-1.233870466553586,-1.0789900226054516,-1.010989125097267
82,0.4599761419690449,0.8949393432873803,0.40390596785294647,-0.006454546997642365,0.6277363804580175
83,-1.5224901196060971,-2.002093099208465,-0.2674972933419808,-0.3740656936354788,-0.7184444277605804
84,-0.3699936891664438,-0.5088409642654257,-0.3152618299673657,0.19650977229111732,0.06338800721188947
85,0.45739216733236226,0.274726693490498,0.002982676683211442,0.1060219866163522,-0.07242717128674153
86,-0.43197217119534237,0.07832681418710101,0.19065141380463804,-0.8525703512393612,-0.43830569840734834
87,-1.00886428132393,-1.295187214691613,-1.519548782383347,-1.6273206990198632,-0.6640760125228419
88,0.6692683562258255,1.2074010158685924,1.416862016287433,1.6664459808787149,1.4112326437822715
89,-0.03120190906667256,0.37970382266420094,1.2105942572913748,-0.691955866733509,0.9528096024122605
