10.18,14.52,21.86,26.67,31.58
13.79,18.14,23.7,29.56,35.71
6.19,8.89,12.61,18.53,24.31
8.03,10.94,14.41,19.13,26.1
41.26,58.37,72.44,85.53,113.8
